text,sentiment
get cheese plate flight,0
please tell go make connect flight hare folded_hands,0
figure delay list almost 2 hrs thank great ! cheer,-1
play hide seek gate can not find minutes,-1
group 2 line get longer every week almost no one leave group 3 5 anymore time make explorer card group 3 ?,0
amazingly awesome customer service reservation agents tonight help correct mistake love airline Happy_face_or_smiley,1
first class service us 769 phl mco today flight attendant f not catch name top notch !,1
chging flight isit possible pay fare difference dollars ticket buy completely via point redemption ?,0
delay connection customer service today able pay final respect dear family member thank Happy_face_or_smiley,1
flight san fransico jfk evacuate ?,-1
5 flight cancel flightlations finally get flight get gate time amp give seat away ? seriously ? ?,-1
5 hours phone wait call back find luggage,-1
expedia reserve ticket 2 usaw flight issue 1 not,0
best plan business not ? aa5411 today,-1
leave bur ten minutes late flight arrive sjc minute suppose impress ! thumbs_up,1
internal bleed foot fly next tuesday Frown sad angry_or_pouting leeds come randomly,0
love american airlines,1
mark austin great handle bag issue,1
want give warm thank crew logan airport still get dc area cancel flightlations morning !,1
home back !,1
force book flight different date originally plan higher price 1130 felt like bait switch tactic,-1
oh gosh ! go dm ! thank !,1
love report horrible flight team let us make worse get seat snack,-1
mine gjqx6j husband a587cw can not dm reason,0
watch best student film country 35 000 feet !,0
sure blue_heart,1
able change flight without fee oh two free check bag best airline ever,1
love jetblue speedy twitter customer service,1
love fly great service,1
hi guy general enquire email address please ? thank david,0
get mess dtw staff great,1
please send number call talk person not put hold,-1
4hrs late flightr get call back immediately disconnect,-1
apply member crew team 100 interest g,1
thank take flight board not provide update flight 26 minutes late flight,-1
link ? email offer send year buy transfer,-1
guy rock ! !,1
send dm hours ago,-1
compensate delay cause fact not enough flight attendants ? ?,-1
let us extraordinary week make year remember 2015 thank much american airlines ! ! !,1
would make day could take flight airline without hiccup end train employees communicate,-1
submit third time please check confirm receipt take screen shots case disappear thank,-1
incredible customer service ever experience ! refresh !,1
also mere fact go online issue statement vice call talk directly one good example,-1
thank respond Happy_face_or_smiley bag come mad rush towards end jetway—why not put thru baggage claim ?,-1
thank !,1
since bulkhead seat can not bag floor not reserve head space seat ? 1b ua246 not impress,-1
excite hear move towards international travel long beach airport !,1
ok gotcha ! airplane grinning_face_with_big_eyes thumbs_up,1
thank resolve issue direct flight sfo,1
thank ! ! ! whole crew rock bad weather diversion pilot keep us well inform,1
thank ! great stuff ! imagine jam everything,1
know 3 4 hours sound odd miss flight hit jfk hour early gate attendant tell us 3 4 Frown sad angry_or_pouting,-1
drop 75 take two people vice versa back forth,0
airport figure someone tell ? flight san juan san diego,0
flight 837 land 10 30 pm still plane help ! ! ! ! ! !,-1
um south snow,0
delay boston today ? sister try go home bro law try come rdu craziness !,-1
tweet cancel flight chng fee flight ? rebook one affiliate ? afiliates ?,0
not able dm confirmation number,-1
check online tomorrow flight think get auto upgrade ? already get email say no seat,0
terminal lhr aa5 ba1506 ? not say board pass,0
look like run day still can not get phone follow dm info,-1
fly 2 weeks bring blanket freeze ! winking_face_with_tongue,1
customer service,-1
stop fly 1 yr ago aggressive policy carryon listen pssngrs force chk,-1
thank not get businessfirst priority tag bag onto connect flight ewr despite 2 hour layover nice job,1
couple question available pm ?,0
guy perfect always ! lt 3,1
mission accomplish today thank !,1
flight 4524 first 2 hour wait deadhead crew deadhead crew take overhead bin space pay customers annoy,-1
make world better place visit elderly relative,1
pick nonstop flight things get take different route airline suppose !,-1
find tix security code not work try dozen time,-1
hear bad things fly last weekend flight crew awesome thank thumbs_up thumbs_up,1
phone number news 631 891 5722,0
receive birthday card amaze make smile joy nice videos thank,1
always tell everyone fly southwest ! congratulations ! ! !,1
chance could get ticket show vegas ? huge fan years ! pretty please,0
make delay ?,0
getaway deal may 59 one way lot cool cities,0
let assure travel time 4h2m not 5h2m,-1
hello swa poc partnerships nonprofit organizations bwi area ?,0
first flight 4651 delay no one hook grind power plane get together folks,-1
guy flight attendant last flight… hilarious ! smiling_face,1
email address reach ? long dm,0
need actual person customer relations refund call ? dispute charge credit card,-1
45 minutes hold wait speak agent ! ! come ! ! ! ridiculous,-1
thank ella mae las counter go beyond help us get back abq flight cancel flightled !,1
plz consider customers lose prohibit kc leave right_arrow okc direct,0
connection us2065,0
2396 cancel flightled tonight ?,0
great la flight clarence frank ! 2 guy hoot ! winking_face_with_tongue face_with_tears_of_joy thank,1
thank ! secure room night thank helpful customer service rep n dorns thank 2 ?,1
lucky people like annamarie norris bwi hope get recognize excellent cust service,1
boeing 777 star alliance short finals 27l amaze winter morning,1
another f cking delay past 32 hours ! ?,-1
would storage container like green one acceptable check luggage ? 18gal tot,0
call flight ! glad service !,1
not base chicago ? hunt la not home city ? ? ? ? ! ! please bring one home,0
match status ? cool !,1
dm email address tell ordeal tell think fair,-1
hear rumor flight 898 cancel flightled true ?,0
hilarious,-1
flight 691 bos tampa takeoff 40 min late flight,-1
sooo earlier say could not fly school trip ! smirking_face,1
tell reservations rebook 5080 5129,0
get extremely frustrate w phone online service merge frequent flyer miles,-1
easy,0
mac computer leave bwi la flight 14th reward recovery info important owner,0
despicable speak many different people amp everyone tell something different claim no need bag,-1
not ! woman lead work gate c26,1
thank help ! leave message dca lose find finger cross find !,1
way go fly denver today ! must airline not cancel flight delay flight !,1
thank,1
first pilot late flight maintenance exactly happen two weeks ago unacceptable,-1
24 hrs late flightr still not home hotel rental car etc 5 yr old happen customer service first priority,-1
get new crystal ball cancel flight flight weather hit rebook flight ? look like 2 nights hotel,-1
fail uncontrollably today beyond repair beyond livid absolute disregard operations,-1
change flight already print board pass ?,0
flight dallas tuesday not go cancel flightled correct ?,0
fly somewhere warm ? tire snow ! Frown sad angry_or_pouting,-1
seem like no one unite help lot finger point zero people step least gate oreos,-1
good ideas travel today airport need petition faa regard silly 24 name change rule,0
thank ! reach not response yet lose find go straight vm,-1
remember doubtful not hopeful Frown sad angry_or_pouting,-1
try return orig book flt tell,-1
hello good afternoon need know much fly summer june 13th,0
tough choices simultaneously ! business traveler best experience long time,1
yes domestic flight thank !,1
course ! ! ! !,1
never give one,0
finally get thank !,1
oh totally look par admirals club way slide us couple pass ? Wink_or_smirk,1
meet california no luggage ! !,-1
flt 463 san jose ca gt denver co delay 2 hrs easily best flight touchdown years fly keep !,-1
may not hit new status year fly several time year try book every time !,1
okay actually tea kind guy anyway thank !,1
fly today mty mex 9 30am still appear cancel flight talk another flight ?,-1
flight dca need change soon possible help can not get,-1
use jetblue air miles ?,0
hi fly iad tomorrow even expect delay cancel flightlations snow storm ?,0
do thnx,1
today wait violation,-1
love sw forever grinning_face_with_big_eyes two_hearts smiling_face_with_heart eye right_arrow_curving_up right_arrow_curving_up,1
